
6447b8f1-ee0f-47c3-a596-bbec65886771.jpg,592_266_149_153_0.999829769135;274_144_98_97_0.999876976013;682_113_93_74_0.999794065952;851_20_124_48_0.998951911926;1020_168_47_69_0.997577607632;236_1_84_30_0.994977653027;151_29_50_41_0.998278856277;690_0_38_19_0.986700415611;352_0_34_13_0.914509773254;
9edbdd2f-d2be-4c9a-99b4-c1f0a9c50421.jpg,228_236_143_143_0.99982458353;705_86_187_73_0.999413847923;117_139_113_97_0.999297618866;821_60_134_64_0.993630826473;189_67_84_72_0.999073505402;800_26_124_40_0.99453741312;75_37_81_60_0.998993694782;814_0_114_41_0.989323675632;208_16_64_52_0.998703956604;30_4_67_45_0.99820971489;8_0_50_25_0.981861889362;289_0_43_13_0.956178128719;
995b6965-76af-4074-a860-8fd1b268fc56.jpg,213_45_176_206_0.999738752842;431_193_191_187_0.999551355839;1_65_127_231_0.997412621975;
ebebf950-e206-458a-8953-3496e20f28e0.jpg,499_134_399_364_0.99982470274;235_226_161_147_0.999951601028;6_13_88_71_0.999816000462;393_0_70_32_0.999738156796;221_0_57_10_0.997019290924;
82b96478-4188-46f5-abfd-49923e6e7a44.jpg,738_184_253_248_0.999965786934;367_220_156_152_0.999944925308;135_192_153_133_0.999926805496;642_23_117_66_0.999887824059;286_27_81_73_0.999860405922;132_10_91_63_0.999693632126;753_0_99_18_0.996722996235;0_0_64_23_0.997602522373;893_16_28_36_0.770289480686;
d2d62b5b-4a68-4366-828f-c3a2c9878230.jpg,411_211_165_169_0.999920845032;0_418_168_80_0.999671936035;168_93_119_112_0.999812662601;1_40_100_110_0.999297261238;450_0_86_77_0.999837756157;348_0_70_16_0.988290429115;
7fa88e83-4fb4-4b39-a714-a3349b9e9040.jpg,378_242_134_156_0.999918103218;989_138_78_102_0.998883903027;406_72_81_87_0.999842524529;960_72_107_64_0.998272299767;535_16_76_62_0.999823510647;
39d44db0-344a-4d27-b819-ef4231fb8b80.jpg,529_138_179_158_0.999945640564;
67477228-0185-4f02-b66a-280d758b86ef.jpg,65_282_267_214_0.999930500984;703_140_215_220_0.99991953373;471_238_187_199_0.99992287159;777_359_256_139_0.999414682388;576_9_151_76_0.999865055084;328_26_107_99_0.999933838844;663_74_112_93_0.999368965626;70_3_101_73_0.999745547771;887_0_51_31_0.989192545414;
3350737e-fc8c-4193-bea4-3de415063671.jpg,532_164_187_179_0.999938845634;
e0109e93-75b9-4ad0-a272-3de38993441c.jpg,9_324_268_173_0.999704778194;671_281_212_189_0.999930858612;409_239_146_161_0.999943256378;166_192_150_122_0.999898314476;1_99_122_95_0.999793231487;651_131_100_99_0.999756872654;424_66_78_78_0.99971216917;557_49_70_60_0.999744713306;166_13_68_52_0.999695062637;102_12_67_46_0.999549686909;463_21_54_43_0.99850165844;242_0_47_18_0.998931348324;447_0_34_12_0.989369392395;
abad2b38-b449-4874-86b1-7f9a559c68be.jpg,543_205_172_161_0.999831080437;399_48_93_85_0.999698996544;
2de4c991-1f80-469a-80f1-21521fac0d14.jpg,187_269_220_183_0.999918937683;560_265_176_166_0.99995470047;
1709306c-b76e-4303-a967-57e4c4e3dfc9.jpg,890_108_177_164_0.999863386154;929_291_138_206_0.999812304974;464_54_167_147_0.999962449074;0_132_61_116_0.99825578928;75_2_83_79_0.995972216129;143_0_102_52_0.99229490757;1026_0_41_72_0.99917703867;721_0_70_10_0.794789135456;
7beb369b-7b36-4942-b5ff-7ca7ec1f2a3d.jpg,552_273_154_145_0.999918103218;0_226_150_138_0.999868392944;3_7_205_95_0.997579395771;188_209_159_118_0.999901652336;316_39_105_48_0.999796688557;448_0_123_28_0.999576866627;658_6_78_39_0.999286353588;938_8_81_26_0.999363124371;789_6_75_26_0.997649133205;900_0_79_23_0.98495310545;844_4_39_23_0.987691819668;638_0_60_10_0.991437733173;263_0_60_9_0.990871489048;
4447c83d-8d76-4910-b0bd-c56269c397d3.jpg,113_7_287_387_0.999776303768;
d75da7c2-0fff-41d4-ab6b-f3d1805a634d.jpg,242_79_298_418_0.999859809875;525_255_142_146_0.999154090881;2_157_199_92_0.999617576599;625_189_126_116_0.999737679958;45_60_97_77_0.999187886715;506_53_82_68_0.998896241188;190_39_72_66_0.999561846256;417_78_69_52_0.990988075733;100_5_76_44_0.998317241669;0_3_60_45_0.987397611141;245_3_54_43_0.99882131815;533_0_56_30_0.984086215496;598_0_84_20_0.95372647047;276_0_43_16_0.987255930901;
798fb433-6d72-4fc1-8789-fbdd391e47a2.jpg,1_357_252_141_0.99965763092;429_203_190_183_0.999931693077;308_89_152_118_0.999872684479;223_0_94_71_0.999418616295;552_14_80_76_0.999557673931;570_0_67_21_0.992979466915;
