df8c5d6f-ef03-455b-9ee9-a21c40d05e17.jpg,93_1_279_382_0.999976396561;10_3_136_74_0.999891877174;
782f1921-0def-4042-bc5c-84deb3814347.jpg,42_317_230_180_0.999917626381;432_282_163_165_0.999942421913;214_118_128_132_0.999911189079;461_0_97_105_0.999704182148;106_30_90_63_0.999468505383;281_43_81_64_0.999751031399;176_0_71_44_0.999346792698;90_0_61_43_0.997723758221;244_0_45_9_0.94214206934;166_0_21_8_0.84421890974;
f99b22f9-78db-41bf-9f26-5c19678c9c5f.jpg,234_22_185_243_0.998427987099;438_202_159_207_0.999882459641;182_240_170_156_0.999853372574;0_123_94_91_0.999825417995;618_53_71_62_0.999494314194;177_22_82_42_0.99970883131;695_17_88_39_0.999687433243;320_9_64_45_0.878994822502;484_35_51_42_0.997747004032;246_39_52_41_0.980403542519;583_25_54_39_0.997436106205;557_0_62_33_0.997833549976;269_61_41_48_0.98389685154;411_21_47_42_0.997923851013;50_0_114_14_0.997395396233;281_0_49_30_0.992562711239;489_12_43_29_0.991367399693;405_0_38_27_0.992230713367;365_0_41_21_0.973532557487;336_7_46_15_0.893712759018;502_0_34_18_0.983874082565;332_0_34_11_0.905252099037;
4c2f7536-8b11-410f-b2da-96a140509f78.jpg,800_117_267_380_0.735867321491;553_276_263_219_0.997967302799;291_199_163_191_0.999829649925;100_172_179_127_0.999915480614;927_7_127_58_0.998807549477;151_16_85_64_0.999836087227;858_0_118_46_0.999205291271;
9aa93a95-480c-47f6-832f-ccb2d9f28a47.jpg,387_274_170_188_0.999953269958;659_161_129_134_0.999920964241;944_222_123_135_0.999673128128;953_100_114_112_0.998875081539;939_0_96_13_0.989311218262;265_0_61_9_0.963570177555;
e72c095b-4b78-4be8-afda-cdb004e84f9b.jpg,127_169_186_190_0.999927759171;
7b83e4ff-dddb-4d57-b99e-1c4e80fec554.jpg,291_255_159_143_0.999824345112;
68faf165-ce86-4dab-ad1c-140bdca23dc2.jpg,316_205_167_181_0.999940872192;444_8_69_70_0.999858140945;
9638acdd-8658-4c26-a04f-319fa56c14fc.jpg,0_356_144_142_0.999650001526;279_31_103_78_0.999326109886;757_0_93_28_0.999240279198;390_0_63_28_0.998483121395;
7aad89f6-0680-429b-bd13-3faf64dd2edd.jpg,52_303_202_193_0.999916911125;426_262_132_150_0.999941110611;164_192_143_121_0.999892950058;988_149_79_107_0.999054849148;0_35_100_79_0.999878287315;993_34_74_57_0.999190032482;0_0_62_60_0.999026894569;1042_253_25_64_0.99605512619;39_0_47_18_0.989667057991;
